Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Bauskas pilsētas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4512901315";"Pašvaldība ";"-Nav norādīts-"
"Privātā pamatskola ""Gaismas tilts 97""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Sabiedrība ar ierobežotu atbildību ""GAISMAS TILTS 97""";"Nē";"Jā";"4312802726";"Juridiska vai fiziska persona";"ĶEKAVAS NOVADS"
"Varakļānu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Varakļānu novada pašvaldība";"Nē";"Jā";"4413900128";"Pašvaldība ";"VARAKĻĀNU NOVADS"
"Mārupes novada Skultes sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Mārupes novada pašvaldība";"Nē";"Jā";"4311902782";"Pašvaldība ";"MĀRUPES NOVADS"
"Babītes vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Mārupes novada pašvaldība";"Nē";"Jā";"4313901118";"Pašvaldība ";"BABĪTES NOVADS"
"Siguldas Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Siguldas novada pašvaldība";"Nē";"Jā";"4319901124";"Pašvaldība ";"-Nav norādīts-"
"Baldones vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ķekavas novada pašvaldība";"Nē";"Jā";"4313901125";"Pašvaldība ";"-Nav norādīts-"
"Stopiņu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ropažu novada pašvaldība";"Nē";"Jā";"4312901128";"Pašvaldība ";"-Nav norādīts-"
"Pļavniekkalna sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Ķekavas novada pašvaldība";"Nē";"Jā";"4311901108";"Pašvaldība ";"-Nav norādīts-"
"Mārupes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Mārupes novada pašvaldība";"Nē";"Jā";"4312901121";"Pašvaldība ";"-Nav norādīts-"
"Olaines 1. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Olaines novada pašvaldība";"Nē";"Jā";"4313901122";"Pašvaldība ";"-Nav norādīts-"
"Tukuma E. Birznieka-Upīša 1. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Tukuma novada pašvaldība";"Nē";"Jā";"4112900232";"Pašvaldība ";"-Nav norādīts-"
"Jura Neikena Dikļu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Valmieras novada pašvaldība";"Nē";"Jā";"4412900648";"Pašvaldība ";"-Nav norādīts-"
"Jelgavas novada Tālmācības vidusskola";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4515900863";"Pašvaldība ";"-Nav norādīts-"
"Privātā vidusskola ""Patnis""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"SIA ""patnis.edu""";"Nē";"Jā";"3513802582";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Codes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4512901308";"Pašvaldība ";"BAUSKAS NOVADS"
"Liepājas Raiņa vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3013900933";"Pašvaldība ";"-Nav norādīts-"
"Vangažu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ropažu novada pašvaldība";"Nē";"Jā";"4313901104";"Pašvaldība ";"-Nav norādīts-"
"Daugmales pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ķekavas novada pašvaldība";"Nē";"Jā";"4312901117";"Pašvaldība ";"ĶEKAVAS NOVADS"
"Garlība Merķeļa Lēdurgas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Siguldas novada pašvaldība";"Nē";"Jā";"4312900169";"Pašvaldība ";"-Nav norādīts-"
"Baložu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ķekavas novada pašvaldība";"Nē";"Jā";"4313902363";"Pašvaldība ";"ĶEKAVAS NOVADS"
"Olaines 2. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Olaines novada pašvaldība";"Nē";"Jā";"4313901129";"Pašvaldība ";"OLAINES NOVADS"
"Rīgas Anniņmuižas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3513900767";"Pašvaldība ";"-Nav norādīts-"
"Z.A. Meierovica Kabiles pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4112902771";"Pašvaldība ";"KULDĪGAS NOVADS"
"O.Kalpaka Rīgas Tautas daiļamatu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3612900688";"Pašvaldība ";"RĪGA"
"Ērģemes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Valkas novada pašvaldība";"Nē";"Jā";"4412901220";"Pašvaldība ";"VALKAS NOVADS"
"Ulbrokas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ropažu novada pašvaldība";"Nē";"Jā";"4313901107";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Juglas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3713900757";"Pašvaldība ";"-Nav norādīts-"
"Edgara Kauliņa Lielvārdes vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ogres novada pašvaldība";"Nē";"Jā";"4413901694";"Pašvaldība ";"-Nav norādīts-"
"Allažu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Siguldas novada pašvaldība";"Nē";"Jā";"4312901109";"Pašvaldība ";"-Nav norādīts-"
"Sējas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Saulkrastu novada pašvaldība";"Nē";"Jā";"4412901114";"Pašvaldība ";"-Nav norādīts-"
"Trikātas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Valmieras novada pašvaldība";"Nē";"Jā";"4412901204";"Pašvaldība ";"-Nav norādīts-"
"Vecumnieku vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4513901290";"Pašvaldība ";"-Nav norādīts-"
"Ernsta Glika Alūksnes Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Alūksnes novada pašvaldība";"Nē";"Jā";"4419900900";"Pašvaldība ";"ALŪKSNE"
"Andreja Pumpura Rīgas 11. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3612900689";"Pašvaldība ";"RĪGA"
"Praulienas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Madonas novada pašvaldība";"Nē";"Jā";"4412900111";"Pašvaldība ";"-Nav norādīts-"
"Cieceres pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Saldus novada pašvaldība";"Nē";"Jā";"4112901332";"Pašvaldība ";"SALDUS"
"Krimuldas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Siguldas novada pašvaldība";"Nē";"Jā";"4313901119";"Pašvaldība ";"KRIMULDAS NOVADS"
"Vecsaules pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4512901302";"Pašvaldība ";"-Nav norādīts-"
"Ilmāra Gaiša Kokneses vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4513901334";"Pašvaldība ";"-Nav norādīts-"
"Cēsu Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Cēsu novada pašvaldība";"Nē";"Jā";"4419902648";"Pašvaldība ";"-Nav norādīts-"
"Šķibes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4512900845";"Pašvaldība ";"JELGAVAS NOVADS"
"Rīgas ģimnāzija ""Maksima""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Sabiedrība ar ierobežotu atbildību ""Rīgas ģimnāzija Maksima""";"Nē";"Jā";"3613800446";"Juridiska vai fiziska persona";"RĪGA"
"Liepājas Jāņa Čakstes vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3013900925";"Pašvaldība ";"-Nav norādīts-"
"Jūrmalas Kauguru vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Jūrmalas valstspilsētas administrācija";"Nē";"Jā";"2913901344";"Pašvaldība ";"-Nav norādīts-"
"Latvijas Starptautiskā skola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"""LATVIJAS STARPTAUTISKĀ SKOLA""";"Nē";"Nē";"4313801521";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Habad Ebreju privātā vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"""HABAD - ĻUBAVIČ DRAUDZE""";"Nē";"Jā";"3613802155";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Andreja Upīša Skrīveru vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4513900975";"Pašvaldība ";"-Nav norādīts-"
"Kuldīgas Mākslas un humanitāro zinību vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4113901189";"Pašvaldība ";"KULDĪGA"
"Ēdoles pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4112901194";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Kultūru vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3913901617";"Pašvaldība ";"-Nav norādīts-"
"Daugavpils Vienības pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2712902233";"Pašvaldība ";"DAUGAVPILS"
"Madonas Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Madonas novada pašvaldība";"Nē";"Jā";"4419902408";"Pašvaldība ";"-Nav norādīts-"
"Cēsu 2. vakara (maiņu) vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vakara (maiņu) vidusskola";"Latvijas Republikas Ministru kabinets";"Nē";"Jā";"4414601647";"Tieslietu ministrija";"CĒSIS"
"Privātā vidusskola ""Templum""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Sabiedrība ar ierobežotu atbildību ""TEMPLUM""";"Nē";"Jā";"3513802325";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Vārmes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4112901178";"Pašvaldība ";"-Nav norādīts-"
"Siguldas 1. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Siguldas novada pašvaldība";"Nē";"Jā";"4312901089";"Pašvaldība ";"-Nav norādīts-"
"Privātā vidusskola ""Norma""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Sabiedrība ar ierobežotu atbildību ""TMKA""";"Nē";"Jā";"3613801984";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rēznas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4212901165";"Pašvaldība ";"-Nav norādīts-"
"Privātā vidusskola ""Laisma""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"SIA Zinību Pērles";"Nē";"Jā";"3713801461";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā pamatskola ""Maksima""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Sabiedrība ar ierobežotu atbildību ""Rīgas ģimnāzija Maksima""";"Nē";"Jā";"3612801468";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Š. Dubnova Rīgas Ebreju vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3713900754";"Pašvaldība ";"RĪGA"
"Limbažu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Limbažu novada pašvaldība";"Nē";"Jā";"4413901881";"Pašvaldība ";"-Nav norādīts-"
"Daugavpils Saskaņas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2712901237";"Pašvaldība ";"-Nav norādīts-"
"Liepājas Rietumkrasta vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Liepājas Centrālā administrācija";"Nē";"Jā";"3013900924";"Pašvaldība ";"-Nav norādīts-"
"Daugavpils Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2719902518";"Pašvaldība ";"-Nav norādīts-"
"Rēzeknes Valsts 1. ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Jā";"3119902527";"Pašvaldība ";"-Nav norādīts-"
"Jūrmalas Vaivaru pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jūrmalas valstspilsētas administrācija";"Nē";"Jā";"2912901441";"Pašvaldība ";"JŪRMALA"
"Rucavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dienvidkurzemes novada pašvaldība";"Nē";"Jā";"4112902528";"Pašvaldība ";"RUCAVAS NOVADS"
"Rīgas Centra humanitārā vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3413900790";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Centra daiļamatniecības pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3412900786";"Pašvaldība ";"RĪGA"
"Palsmanes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Smiltenes novada pašvaldība";"Nē";"Jā";"4412901218";"Pašvaldība ";"-Nav norādīts-"
"Inčukalna pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Siguldas novada pašvaldība";"Nē";"Jā";"4312901339";"Pašvaldība ";"INČUKALNA NOVADS"
"Kārsavas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ludzas novada pašvaldība";"Nē";"Jā";"4213902516";"Pašvaldība ";"-Nav norādīts-"
"Talsu Kristīgā vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"SIA ""TALSU KRISTĪGĀ SKOLA""";"Nē";"Jā";"4113801678";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Rēzeknes Katoļu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"ROMAS KATOĻU BAZNĪCAS RĒZEKNES-AGLONAS DIECĒZE";"Nē";"Jā";"3113802708";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Sakstagala Jāņa Klīdzēja pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4212901167";"Pašvaldība ";"RĒZEKNES NOVADS"
"Verēmu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4212901168";"Pašvaldība ";"-Nav norādīts-"
"Dricānu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4213901150";"Pašvaldība ";"-Nav norādīts-"
"Gaigalavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4212902240";"Pašvaldība ";"-Nav norādīts-"
"Feimaņu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4212901145";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Katoļu ģimnāzija";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"SIA ""Arenales skola""";"Nē";"Jā";"3813801134";"Juridiska vai fiziska persona";"RĪGA"
"Privātā Rīgas Tehnolingvistiskā ģimnāzija";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Sabiedrība ar ierobežotu atbildību ""RĪGAS TEHNISKI-LINGVISTISKĀ KOLEDŽA""";"Nē";"Jā";"3413801138";"Juridiska vai fiziska persona";"RĪGA"
"Nautrēnu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4213901152";"Pašvaldība ";"RĒZEKNES NOVADS"
"Turlavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4112901179";"Pašvaldība ";"KULDĪGAS NOVADS"
"Skaistkalnes vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4513901289";"Pašvaldība ";"-Nav norādīts-"
"Ķekavas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ķekavas novada pašvaldība";"Nē";"Jā";"4313901079";"Pašvaldība ";"ĶEKAVAS NOVADS"
"Informācijas sistēmu menedžmenta augstskolas vidusskola ""PREMJERS""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Akciju sabiedrība ""Izglītības Nams""";"Nē";"Jā";"3613801080";"Juridiska vai fiziska persona";"RĪGA"
"Valmieras 5. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Valmieras novada pašvaldība";"Nē";"Jā";"2513901081";"Pašvaldība ";"VALMIERA"
"Jūrmalas Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Jūrmalas valstspilsētas administrācija";"Nē";"Jā";"2919902697";"Pašvaldība ";"-Nav norādīts-"
"Jaunjelgavas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Aizkraukles novada pašvaldība";"Nē";"Jā";"4513901040";"Pašvaldība ";"-Nav norādīts-"
"Eglaines pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Balvu novada pašvaldība";"Nē";"Jā";"4212900422";"Pašvaldība ";"-Nav norādīts-"
"Valmieras Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Valmieras novada pašvaldība";"Nē";"Jā";"2519902526";"Pašvaldība ";"-Nav norādīts-"
"Birzgales pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ogres novada pašvaldība";"Nē";"Jā";"4412901328";"Pašvaldība ";"-Nav norādīts-"
"Iecavas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4513901291";"Pašvaldība ";"IECAVAS NOVADS"
"Privātā vidusskola ""Klasika""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Sabiedrība ar ierobežotu atbildību ""ANT""";"Nē";"Jā";"3713801443";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Ādažu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ādažu novada pašvaldība";"Nē";"Jā";"4313901280";"Pašvaldība ";"ĀDAŽU NOVADS"
"Daugavpils Tehnoloģiju vidusskola - licejs";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2713901229";"Pašvaldība ";"DAUGAVPILS"
"Kuldīgas Centra vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4113901192";"Pašvaldība ";"-Nav norādīts-"
"Pilsrundāles vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4513901324";"Pašvaldība ";"-Nav norādīts-"
"Griķu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4512901306";"Pašvaldība ";"BAUSKAS NOVADS"
"Lēdmanes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ogres novada pašvaldība";"Nē";"Jā";"4412901329";"Pašvaldība ";"-Nav norādīts-"
"Blomes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Smiltenes novada pašvaldība";"Nē";"Jā";"4412901209";"Pašvaldība ";"SMILTENES NOVADS"
"Bauskas 2. vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Bauskas novada pašvaldība";"Nē";"Jā";"4513901295";"Pašvaldība ";"-Nav norādīts-"
"Grundzāles pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Smiltenes novada pašvaldība";"Nē";"Jā";"4412901221";"Pašvaldība ";"SMILTENES NOVADS"
"Rīgas Lietuviešu vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3613901263";"Pašvaldība ";"RĪGA"
"Rīgas Tālmācības vidusskola";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"SIA ""Rīgas Tālmācības vidusskola""";"Nē";"Jā";"4415802737";"Juridiska vai fiziska persona";"IECAVAS NOVADS"
"Liepājas Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Liepājas Centrālā administrācija";"Nē";"Jā";"3019902788";"Pašvaldība ";"-Nav norādīts-"
"Privātā sākumskola ""Namiņš""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Sabiedrība ar ierobežotu atbildību ""Mēs pieci""";"Nē";"Jā";"3711802689";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā vidusskola ""INNOVA""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Sabiedrība ar ierobežotu atbildību ""PEDAGOĢISKAIS CENTRS ""EKSPERIMENTS""""";"Nē";"Jā";"3413802628";"Juridiska vai fiziska persona";"RĪGA"
"Talsu Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Talsu novada pašvaldība";"Nē";"Jā";"4119902544";"Pašvaldība ";"TALSI"
"Kalupes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Jā";"4212900502";"Pašvaldība ";"-Nav norādīts-"
"Biķernieku pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Jā";"4212900504";"Pašvaldība ";"-Nav norādīts-"
"Naujenes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Jā";"4212900511";"Pašvaldība ";"-Nav norādīts-"
